iso3,year,dtp3
VNM,2011,95
VNM,2012,97
VNM,2013,59
VNM,2014,95
VNM,2015,97
VNM,2016,96
VNM,2017,94
VNM,2018,75
VNM,2019,89
VNM,2020,94
VNM,2021,83
VNM,2022,91
VNM,2023,65
VNM,2024,97
VUT,2000,71
VUT,2001,70
VUT,2002,70
VUT,2003,69
VUT,2004,69
VUT,2005,68
VUT,2006,68
VUT,2007,70
VUT,2008,73
VUT,2009,75
VUT,2010,77
VUT,2011,79
VUT,2012,82
VUT,2013,84
VUT,2014,86
VUT,2015,80
VUT,2016,81
VUT,2017,85
VUT,2018,85
VUT,2019,90
VUT,2020,78
VUT,2021,62
VUT,2022,68
VUT,2023,72
VUT,2024,71
WSM,2000,98
WSM,2001,90
WSM,2002,92
WSM,2003,90
WSM,2004,63
WSM,2005,59
WSM,2006,50
WSM,2007,65
WSM,2008,39
WSM,2009,64
WSM,2010,78
WSM,2011,82
WSM,2012,82
WSM,2013,84
WSM,2014,78
WSM,2015,80
WSM,2016,74
WSM,2017,67
WSM,2018,44
WSM,2019,68
WSM,2020,89
WSM,2021,85
WSM,2022,76
WSM,2023,83
WSM,2024,85
YEM,2000,74
YEM,2001,73
YEM,2002,65
YEM,2003,61
YEM,2004,72
YEM,2005,79
YEM,2006,78
YEM,2007,79
YEM,2008,78
YEM,2009,76
YEM,2010,76
YEM,2011,69
YEM,2012,67
YEM,2013,71
YEM,2014,70
YEM,2015,63
YEM,2016,63
YEM,2017,59
YEM,2018,54
YEM,2019,60
YEM,2020,57
YEM,2021,56
YEM,2022,58
YEM,2023,46
YEM,2024,42
ZAF,2000,73
ZAF,2001,71
ZAF,2002,70
ZAF,2003,69
ZAF,2004,74
ZAF,2005,81
ZAF,2006,84
ZAF,2007,85
ZAF,2008,82
ZAF,2009,81
ZAF,2010,77
ZAF,2011,75
ZAF,2012,71
ZAF,2013,81
ZAF,2014,85
ZAF,2015,85
ZAF,2016,85
ZAF,2017,84
ZAF,2018,82
ZAF,2019,85
ZAF,2020,84
ZAF,2021,86
ZAF,2022,85
ZAF,2023,79
ZAF,2024,74
ZMB,2000,85
ZMB,2001,85
ZMB,2002,84
ZMB,2003,83
ZMB,2004,83
ZMB,2005,82
ZMB,2006,81
ZMB,2007,80
ZMB,2008,87
ZMB,2009,94
ZMB,2010,83
ZMB,2011,81
ZMB,2012,78
ZMB,2013,79
ZMB,2014,86
ZMB,2015,90
ZMB,2016,95
ZMB,2017,94
ZMB,2018,90
ZMB,2019,88
ZMB,2020,84
ZMB,2021,91
ZMB,2022,92
ZMB,2023,90
ZMB,2024,91
ZWE,2000,78
ZWE,2001,75
ZWE,2002,71
ZWE,2003,68
ZWE,2004,65
ZWE,2005,68
ZWE,2006,70
ZWE,2007,73
ZWE,2008,75
ZWE,2009,73
ZWE,2010,89
ZWE,2011,93
ZWE,2012,95
ZWE,2013,95
ZWE,2014,91
ZWE,2015,87
ZWE,2016,90
ZWE,2017,89
ZWE,2018,89
ZWE,2019,90
ZWE,2020,86
ZWE,2021,88
ZWE,2022,90
ZWE,2023,90
ZWE,2024,91
