iso3,year,u5mr
SLB,2023,20.6
SLB,2024,20
SLE,2000,222.8
SLE,2001,217.3
SLE,2002,211.6
SLE,2003,205.7
SLE,2004,199.6
SLE,2005,193.2
SLE,2006,186.5
SLE,2007,179.6
SLE,2008,172.4
SLE,2009,165.2
SLE,2010,157.9
SLE,2011,150.8
SLE,2012,144.1
SLE,2013,137.9
SLE,2014,135.9
SLE,2015,136.8
SLE,2016,121.8
SLE,2017,117
SLE,2018,112.4
SLE,2019,108.3
SLE,2020,104.4
SLE,2021,100.6
SLE,2022,97.1
SLE,2023,93.8
SLE,2024,90.5
SLV,2000,32.2
SLV,2001,30.3
SLV,2002,28.6
SLV,2003,26.9
SLV,2004,25.4
SLV,2005,24
SLV,2006,22.7
SLV,2007,21.5
SLV,2008,20.4
SLV,2009,19.4
SLV,2010,18.4
SLV,2011,17.6
SLV,2012,16.7
SLV,2013,16
SLV,2014,15.3
SLV,2015,14.6
SLV,2016,13.9
SLV,2017,13.3
SLV,2018,12.7
SLV,2019,12.2
SLV,2020,11.7
SLV,2021,11.2
SLV,2022,10.8
SLV,2023,10.4
SLV,2024,10
SMR,2000,5.2
SMR,2001,4.8
SMR,2002,4.5
SMR,2003,4.1
SMR,2004,3.8
SMR,2005,3.6
SMR,2006,3.3
SMR,2007,3.1
SMR,2008,2.9
SMR,2009,2.7
SMR,2010,2.6
SMR,2011,2.4
SMR,2012,2.3
SMR,2013,2.1
SMR,2014,2
SMR,2015,1.9
SMR,2016,1.8
SMR,2017,1.7
SMR,2018,1.6
SMR,2019,1.5
SMR,2020,1.5
SMR,2021,1.4
SMR,2022,1.4
SMR,2023,1.3
SMR,2024,1.3
SOM,2000,173.2
SOM,2001,173.2
SOM,2002,173.2
SOM,2003,173.2
SOM,2004,173.2
SOM,2005,173.2
SOM,2006,172.6
SOM,2007,170.5
SOM,2008,166.7
SOM,2009,162.4
SOM,2010,186.7
SOM,2011,363.1
SOM,2012,185.4
SOM,2013,143.2
SOM,2014,138.6
SOM,2015,134.3
SOM,2016,130.2
SOM,2017,156.4
SOM,2018,136.4
SOM,2019,118.4
SOM,2020,114.7
SOM,2021,111
SOM,2022,143.1
SOM,2023,104.3
SOM,2024,101.1
SRB,2000,12.7
SRB,2001,12.1
SRB,2002,11.4
SRB,2003,10.6
SRB,2004,9.7
SRB,2005,9
SRB,2006,8.5
SRB,2007,8.1
SRB,2008,7.9
SRB,2009,7.8
SRB,2010,7.6
SRB,2011,7.4
SRB,2012,7.1
SRB,2013,6.8
SRB,2014,6.6
SRB,2015,6.3
SRB,2016,6.1
SRB,2017,5.9
SRB,2018,5.8
SRB,2019,5.6
SRB,2020,5.5
SRB,2021,5.4
SRB,2022,5.4
SRB,2023,5.4
SRB,2024,5.4
SSA,2000,151.70583901592835
SSA,2001,147.63575652149888
SSA,2002,140.1969282113877
SSA,2003,134.29784316283502
SSA,2004,129.0765377315939
SSA,2005,121.03601979729181
SSA,2006,115.29447703399643
SSA,2007,110.45153520128457
SSA,2008,105.75091335503306
SSA,2009,103.92148370856714
SSA,2010,98.66924001911721
SSA,2011,98.53943052355756
SSA,2012,92.33140443876437
SSA,2013,89.19004826275516
SSA,2014,88.55304792209658
SSA,2015,86.84150746606976
SSA,2016,85.44997278096876
SSA,2017,84.71742115013377
SSA,2018,81.22932904132487
SSA,2019,80.34851915224225
SSA,2020,78.40937247921335
SSA,2021,77.75657472224796
SSA,2022,78.984092218843
SSA,2023,75.50206272444004
SSA,2024,74.01566170058702
SSD,2000,180.1
SSD,2001,171.1
SSD,2002,162.2
SSD,2003,153.7
SSD,2004,145.8
SSD,2005,138.4
SSD,2006,131.5
SSD,2007,124.9
SSD,2008,118.7
SSD,2009,112.7
SSD,2010,107.2
SSD,2011,102.3
SSD,2012,98.9
SSD,2013,97.2
SSD,2014,182.6
SSD,2015,240.8
SSD,2016,272.9
SSD,2017,292
SSD,2018,133.7
SSD,2019,96.7
SSD,2020,96.7
SSD,2021,96.7
SSD,2022,96.7
SSD,2023,96.7
SSD,2024,96.7
SSF,2000,150.4
SSF,2001,146.3
SSF,2002,138.9
SSF,2003,133
SSF,2004,127.7
SSF,2005,119.8
SSF,2006,114
SSF,2007,109.1
SSF,2008,104.5
SSF,2009,102.8
SSF,2010,97.2
SSF,2011,97.1
SSF,2012,90.7
SSF,2013,87.6
SSF,2014,86.8
SSF,2015,85
SSF,2016,83.4
SSF,2017,82.5
SSF,2018,79
SSF,2019,78
SSF,2020,75.9
SSF,2021,77.1
SSF,2022,78.3
SSF,2023,73.2
SSF,2024,71.2
SST,2000,51.380838035879734
SST,2001,50.88441842011963
SST,2002,50.131556658181815
SST,2003,49.16591531947651
SST,2004,47.91669954106591
SST,2005,46.55176887950851
SST,2006,44.230441585535466
SST,2007,42.44160896204184
SST,2008,40.981163552334095
SST,2009,39.504288501722876
SST,2010,37.49531615076201
SST,2011,35.330997743549496
SST,2012,33.91509401109316
SST,2013,32.96621796304206
SST,2014,32.17641692700938
SST,2015,31.21409395780702
SST,2016,30.215131495362726
SST,2017,29.641558954841543
SST,2018,28.85209966852004
SST,2019,28.706756576113595
SST,2020,27.97365351917044
SST,2021,27.239566238222803
SST,2022,26.819691608376715
SST,2023,26.193061191986445
SST,2024,25.558813603004353
STP,2000,82.2
STP,2001,76.7
STP,2002,71.1
STP,2003,65.7
STP,2004,60.5
STP,2005,55.7
STP,2006,51.1
STP,2007,46.9
STP,2008,43.1
STP,2009,39.5
STP,2010,36.2
STP,2011,33.2
STP,2012,30.4
STP,2013,27.9
STP,2014,25.5
STP,2015,23.3
STP,2016,21.3
STP,2017,19.6
STP,2018,18.2
STP,2019,17.1
STP,2020,16.1
STP,2021,15.3
STP,2022,14.7
STP,2023,14.1
STP,2024,13.6
SUR,2000,31
SUR,2001,30
SUR,2002,29
SUR,2003,28.1
SUR,2004,27.2
SUR,2005,26.5
SUR,2006,25.7
SUR,2007,25.1
SUR,2008,24.4
SUR,2009,23.8
SUR,2010,23.2
SUR,2011,22.7
SUR,2012,22.2
SUR,2013,21.6
SUR,2014,21.1
SUR,2015,20.6
SUR,2016,20.1
SUR,2017,19.5
SUR,2018,18.9
SUR,2019,18.4
SUR,2020,17.9
SUR,2021,17.4
SUR,2022,16.8
SUR,2023,16.3
SUR,2024,15.8
SVK,2000,9.6
SVK,2001,9.3
SVK,2002,9.1
SVK,2003,8.8
SVK,2004,8.6
SVK,2005,8.3
SVK,2006,8
SVK,2007,7.7
SVK,2008,7.4
SVK,2009,7.1
SVK,2010,6.9
SVK,2011,6.7
SVK,2012,6.6
SVK,2013,6.4
SVK,2014,6.3
SVK,2015,6.2
SVK,2016,6.1
SVK,2017,6
SVK,2018,5.9
SVK,2019,5.9
SVK,2020,5.9
SVK,2021,6
SVK,2022,6.1
SVK,2023,6.2
SVK,2024,6.3
SVN,2000,5.4
SVN,2001,5.2
SVN,2002,4.9
SVN,2003,4.7
SVN,2004,4.4
SVN,2005,4.2
SVN,2006,4
SVN,2007,3.8
SVN,2008,3.6
SVN,2009,3.4
SVN,2010,3.2
SVN,2011,3.1
SVN,2012,2.9
SVN,2013,2.8
SVN,2014,2.7
SVN,2015,2.6
SVN,2016,2.5
SVN,2017,2.5
SVN,2018,2.4
SVN,2019,2.4
SVN,2020,2.4
SVN,2021,2.3
SVN,2022,2.3
SVN,2023,2.3
SVN,2024,2.3
SWE,2000,4.1
SWE,2001,4
SWE,2002,4
SWE,2003,3.9
SWE,2004,3.7
SWE,2005,3.6
SWE,2006,3.5
SWE,2007,3.3
SWE,2008,3.2
SWE,2009,3.1
SWE,2010,3.1
SWE,2011,3
SWE,2012,3
SWE,2013,2.9
SWE,2014,2.9
SWE,2015,2.9
SWE,2016,2.8
SWE,2017,2.8
SWE,2018,2.7
SWE,2019,2.6
SWE,2020,2.6
SWE,2021,2.5
SWE,2022,2.5
SWE,2023,2.4
SWE,2024,2.4
SWZ,2000,112.5
SWZ,2001,115.7
SWZ,2002,117
SWZ,2003,117.9
SWZ,2004,118
SWZ,2005,117
SWZ,2006,106.4
SWZ,2007,100.3
SWZ,2008,97.9
SWZ,2009,92.4
SWZ,2010,82.1
SWZ,2011,67.6
SWZ,2012,62.7
SWZ,2013,59.7
SWZ,2014,60
SWZ,2015,57.5
SWZ,2016,54.4
SWZ,2017,53.6
SWZ,2018,50.4
SWZ,2019,51.5
SWZ,2020,50.5
SWZ,2021,47.9
SWZ,2022,47.3
SWZ,2023,46.2
SWZ,2024,45.1
SXM,2000,NA
SXM,2001,NA
SXM,2002,NA
SXM,2003,NA
SXM,2004,NA
SXM,2005,NA
SXM,2006,NA
SXM,2007,NA
SXM,2008,NA
SXM,2009,NA
SXM,2010,NA
SXM,2011,NA
SXM,2012,NA
SXM,2013,NA
SXM,2014,NA
SXM,2015,NA
SXM,2016,NA
SXM,2017,NA
SXM,2018,NA
SXM,2019,NA
SXM,2020,NA
SXM,2021,NA
SXM,2022,NA
SXM,2023,NA
SXM,2024,NA
SYC,2000,13.8
SYC,2001,13.8
SYC,2002,13.7
SYC,2003,13.8
SYC,2004,13.8
SYC,2005,13.8
SYC,2006,13.8
SYC,2007,13.9
SYC,2008,13.9
SYC,2009,14
SYC,2010,14.1
SYC,2011,14.2
SYC,2012,14.3
SYC,2013,14.4
SYC,2014,14.5
SYC,2015,14.6
SYC,2016,14.7
SYC,2017,14.7
SYC,2018,14.8
SYC,2019,14.8
SYC,2020,14.8
SYC,2021,14.7
SYC,2022,14.5
SYC,2023,14.3
SYC,2024,14
SYR,2000,23.1
SYR,2001,22.2
SYR,2002,21.4
SYR,2003,20.8
SYR,2004,20.2
SYR,2005,19.8
SYR,2006,19.4
SYR,2007,19.1
SYR,2008,18.9
SYR,2009,18.8
SYR,2010,18.8
SYR,2011,21.6
SYR,2012,34.2
SYR,2013,36.9
SYR,2014,35.5
SYR,2015,37.1
SYR,2016,32.2
SYR,2017,32.9
SYR,2018,32.5
SYR,2019,24.6
SYR,2020,21.9
SYR,2021,20.5
SYR,2022,20.7
SYR,2023,20.1
SYR,2024,18.4
TCA,2000,11.7
TCA,2001,11.1
TCA,2002,10.5
TCA,2003,9.9
TCA,2004,9.4
TCA,2005,8.9
TCA,2006,8.5
TCA,2007,8.1
TCA,2008,7.8
TCA,2009,7.5
TCA,2010,7.3
TCA,2011,7
TCA,2012,6.8
TCA,2013,6.6
TCA,2014,6.4
TCA,2015,6.2
TCA,2016,6
TCA,2017,5.8
TCA,2018,5.6
TCA,2019,5.5
TCA,2020,5.3
TCA,2021,5.1
TCA,2022,5
TCA,2023,4.8
TCA,2024,4.7
TCD,2000,182.4
TCD,2001,179
TCD,2002,175.6
TCD,2003,172.3
TCD,2004,168.8
TCD,2005,165.4
TCD,2006,161.8
TCD,2007,158.1
TCD,2008,154.3
TCD,2009,150.5
TCD,2010,146.7
TCD,2011,142.9
TCD,2012,139.3
TCD,2013,135.8
TCD,2014,132.3
TCD,2015,128.7
TCD,2016,125
TCD,2017,121.4
TCD,2018,117.6
TCD,2019,114
TCD,2020,110.6
TCD,2021,107.3
TCD,2022,103.9
TCD,2023,100.6
TCD,2024,97.3
TEA,2000,41.14639068976581
TEA,2001,39.047195737498335
TEA,2002,36.73621698991434
TEA,2003,34.480883710411526
TEA,2004,33.269520396236544
TEA,2005,30.25482455730705
TEA,2006,28.37021879557475
TEA,2007,26.690231699626207
TEA,2008,26.151104962074058
TEA,2009,23.658345642276984
TEA,2010,22.371111289120464
TEA,2011,21.304380383047743
TEA,2012,19.913184008334994
TEA,2013,19.081800887577437
TEA,2014,18.021597295550436
TEA,2015,17.441339920976038
TEA,2016,16.424837911708362
TEA,2017,15.6073305916676
TEA,2018,15.500839535401484
TEA,2019,14.981793121096745
TEA,2020,15.1483633261233
TEA,2021,14.973090146322077
TEA,2022,14.795706939873304
TEA,2023,14.413048377875471
TEA,2024,13.901417368353153
TEC,2000,33.1505941426176
TEC,2001,31.067773905634816
TEC,2002,28.98941277829996
TEC,2003,26.9579816601548
TEC,2004,25.400881608878915
TEC,2005,23.79612213683247
TEC,2006,22.231710920945694
TEC,2007,20.70591577881703
TEC,2008,19.28501773011228
TEC,2009,18.05176149782355
TEC,2010,17.084767683903806
TEC,2011,16.29445068226887
TEC,2012,15.410158412149551
TEC,2013,14.73038152591075
TEC,2014,14.022005170982217
TEC,2015,13.343577725526
TEC,2016,12.66843636313338
TEC,2017,12.25254800852232
TEC,2018,11.93954315190026
TEC,2019,11.72131481783179
TEC,2020,11.440237655571945
TEC,2021,11.239065420560747
TEC,2022,11.141266368354602
TEC,2023,11.66089182206276
TEC,2024,10.680911204864879
TGO,2000,119.2
TGO,2001,115.7
TGO,2002,112.2
TGO,2003,108.8
TGO,2004,105.5
TGO,2005,102.4
TGO,2006,99.3
TGO,2007,96.5
TGO,2008,93.7
TGO,2009,90.9
TGO,2010,88.3
TGO,2011,85.6
TGO,2012,82.9
TGO,2013,80.2
TGO,2014,77.7
TGO,2015,75.2
TGO,2016,72.8
TGO,2017,70.4
TGO,2018,68.1
TGO,2019,66
TGO,2020,63.9
TGO,2021,62
TGO,2022,60
TGO,2023,58.1
TGO,2024,56.1
THA,2000,21.7
THA,2001,20.7
THA,2002,19.7
THA,2003,18.9
THA,2004,18
THA,2005,17.2
THA,2006,16.5
THA,2007,15.9
THA,2008,15.2
THA,2009,14.7
THA,2010,14.1
THA,2011,13.6
THA,2012,13.1
THA,2013,12.7
THA,2014,12.3
THA,2015,11.9
THA,2016,11.5
THA,2017,11.1
THA,2018,10.8
THA,2019,10.4
THA,2020,10.1
THA,2021,9.8
THA,2022,9.5
THA,2023,9.2
THA,2024,9
TJK,2000,78.4
TJK,2001,71.8
TJK,2002,65.6
TJK,2003,59.8
TJK,2004,54.6
TJK,2005,50.3
TJK,2006,46.6
TJK,2007,43.6
TJK,2008,41.2
TJK,2009,39.3
TJK,2010,37.6
TJK,2011,36.2
TJK,2012,35
TJK,2013,34
TJK,2014,33
TJK,2015,32.2
TJK,2016,31.5
TJK,2017,31
TJK,2018,30.7
TJK,2019,30.4
TJK,2020,30.1
TJK,2021,29.8
TJK,2022,29.4
TJK,2023,28.8
TJK,2024,28.1
TKM,2000,68.7
TKM,2001,65.4
TKM,2002,61.9
TKM,2003,58.6
TKM,2004,55.4
TKM,2005,52.6
TKM,2006,50.1
TKM,2007,48.1
TKM,2008,46.4
TKM,2009,45
TKM,2010,44
TKM,2011,43.4
TKM,2012,42.9
TKM,2013,42.8
TKM,2014,42.9
TKM,2015,43.2
TKM,2016,43.5
TKM,2017,43.8
TKM,2018,43.8
TKM,2019,43.5
TKM,2020,42.9
TKM,2021,42.1
TKM,2022,41.1
TKM,2023,40.2
TKM,2024,39
TLA,2000,32.99396522386964
TLA,2001,31.321216860368747
TLA,2002,29.766833502576507
TLA,2003,28.379063960865675
TLA,2004,27.078960067390444
TLA,2005,25.832823454675875
TLA,2006,24.743330582505756
TLA,2007,23.757604702918954
TLA,2008,22.825678969166812
TLA,2009,22.044348031861325
TLA,2010,22.79769362258791
TLA,2011,20.605738536039414
TLA,2012,19.962941239737294
TLA,2013,19.384527913299912
TLA,2014,18.860045646409418
TLA,2015,18.44932136110459
TLA,2016,18.649011590988696
TLA,2017,17.90655049358039
TLA,2018,17.48133112358228
TLA,2019,17.107951389239606
TLA,2020,16.821924099218002
TLA,2021,16.45951462783292
TLA,2022,16.134184448796727
TLA,2023,15.782827681935359
TLA,2024,15.428340944835595
TLS,2000,111.5
TLS,2001,106.4
TLS,2002,101.5
TLS,2003,96.8
TLS,2004,92.3
TLS,2005,88
TLS,2006,84
TLS,2007,80.4
TLS,2008,76.9
TLS,2009,73.9
TLS,2010,71
TLS,2011,68.4
TLS,2012,65.9
TLS,2013,63.9
TLS,2014,61.9
TLS,2015,60.2
TLS,2016,58.7
TLS,2017,57.3
TLS,2018,56
TLS,2019,54.8
TLS,2020,53.4
TLS,2021,52
TLS,2022,50.7
TLS,2023,49.2
TLS,2024,47.6
TMN,2000,78.57626771997197
TMN,2001,75.78177690393096
TMN,2002,73.23910425584386
TMN,2003,70.92415556814228
TMN,2004,68.40727932845199
TMN,2005,66.12923806833442
TMN,2006,64.21228394014967
TMN,2007,62.1665400488655
TMN,2008,60.36050835000642
TMN,2009,58.65994112202991
TMN,2010,56.89628114240564
TMN,2011,55.12265929142872
TMN,2012,53.6353878519067
TMN,2013,51.83158925584677
TMN,2014,50.046939971717215
TMN,2015,48.625213987048895
TMN,2016,47.10204192863664
TMN,2017,46.01873774543253
TMN,2018,45.2801998035535
TMN,2019,44.23478771251541
TMN,2020,42.96690151974036
TMN,2021,41.94589057491153
TMN,2022,40.752433971369726
TMN,2023,39.63180907678216
TMN,2024,38.22290620713727
TON,2000,16.9
TON,2001,16.5
TON,2002,16
TON,2003,15.6
TON,2004,15.2
TON,2005,14.8
TON,2006,14.4
TON,2007,14
TON,2008,13.7
TON,2009,13.4
TON,2010,13.1
TON,2011,12.8
TON,2012,12.6
TON,2013,12.3
TON,2014,12.1
TON,2015,11.9
TON,2016,11.6
TON,2017,11.4
TON,2018,11.1
TON,2019,10.9
TON,2020,10.6
TON,2021,10.4
TON,2022,10.1
TON,2023,9.8
TON,2024,9.5
TSA,2000,89.97851395586522
TSA,2001,86.09297835031137
TSA,2002,82.43558227529279
TSA,2003,78.84346601319834
TSA,2004,75.5748395041314
TSA,2005,72.0002867368244
TSA,2006,68.7185869960036
TSA,2007,65.56760105870842
TSA,2008,62.40169253354582
TSA,2009,59.40377993784346
TSA,2010,56.338241527038136
TSA,2011,53.392922683098476
TSA,2012,50.52421655633098
TSA,2013,47.74603453726866
TSA,2014,45.1433866579388
TSA,2015,42.575411231152096
TSA,2016,40.284023817824036
TSA,2017,38.06642415582901
TSA,2018,36.071721265403454
TSA,2019,34.17888602172254
TSA,2020,32.413341320135316
TSA,2021,30.800566226394853
TSA,2022,29.318460047007893
TSA,2023,28.023750392508667
TSA,2024,26.81200703774897
TSS,2000,150.44997519505407
TSS,2001,146.14748483528567
TSS,2002,138.82860202329732
TSS,2003,132.89441558681307
TSS,2004,127.5612052298014
TSS,2005,119.7140108002182
TSS,2006,113.97853982099375
TSS,2007,109.09004541984251
TSS,2008,104.3814737356469
TSS,2009,102.31088981103383
TSS,2010,97.16445042154074
TSS,2011,96.6851412592745
TSS,2012,90.72846350796958
TSS,2013,87.56624681132813
TSS,2014,86.66106420846073
TSS,2015,84.77829505299789
TSS,2016,83.19261151115272
TSS,2017,82.22792753557162
TSS,2018,78.77549285821104
TSS,2019,77.7158849260533
TSS,2020,75.73754225403073
TSS,2021,77.02575019948013
TSS,2022,77.90648719833177
TSS,2023,73.13930678926894
TSS,2024,71.11416505529158
TTO,2000,28.8
TTO,2001,28.5
TTO,2002,28.1
TTO,2003,27.7
TTO,2004,27.3
TTO,2005,26.9
TTO,2006,26.5
TTO,2007,26.1
TTO,2008,25.7
TTO,2009,25.3
TTO,2010,24.8
TTO,2011,24.4
TTO,2012,23.9
TTO,2013,23.5
TTO,2014,23.1
TTO,2015,22.7
TTO,2016,22.3
TTO,2017,22
TTO,2018,21.6
TTO,2019,21.2
TTO,2020,20.8
TTO,2021,20.4
TTO,2022,19.9
TTO,2023,19.3
TTO,2024,18.8
TUN,2000,29.2
TUN,2001,27.2
TUN,2002,25.5
TUN,2003,24
TUN,2004,22.7
TUN,2005,21.6
TUN,2006,20.7
TUN,2007,20
TUN,2008,19.4
TUN,2009,19
TUN,2010,18.7
TUN,2011,18.5
TUN,2012,18.4
TUN,2013,18.3
TUN,2014,18.3
TUN,2015,18.2
TUN,2016,18.1
TUN,2017,17.9
TUN,2018,17.5
TUN,2019,16.9
TUN,2020,16
TUN,2021,15
TUN,2022,13.9
TUN,2023,12.9
TUN,2024,12.1
TUR,2000,37.2
TUR,2001,34.5
TUR,2002,32
TUR,2003,29.6
TUR,2004,27.4
TUR,2005,25.3
TUR,2006,23.5
TUR,2007,21.8
TUR,2008,20.3
TUR,2009,18.9
TUR,2010,17.6
TUR,2011,16.6
TUR,2012,15.6
TUR,2013,14.7
TUR,2014,14
TUR,2015,13.3
TUR,2016,12.7
TUR,2017,12.2
TUR,2018,11.7
TUR,2019,11.3
TUR,2020,10.9
TUR,2021,10.6
TUR,2022,10.2
TUR,2023,13.8
TUR,2024,9.6
TUV,2000,42.8
TUV,2001,41.8
TUV,2002,40.8
TUV,2003,40
TUV,2004,39.1
TUV,2005,38.1
TUV,2006,36.9
TUV,2007,35.6
TUV,2008,34.2
TUV,2009,32.8
TUV,2010,31.4
TUV,2011,30.2
TUV,2012,29
TUV,2013,28
TUV,2014,26.9
TUV,2015,26
TUV,2016,25.2
TUV,2017,24.3
TUV,2018,23.5
TUV,2019,22.7
TUV,2020,21.9
TUV,2021,21.2
TUV,2022,20.5
TUV,2023,19.8
TUV,2024,19.2
TZA,2000,128
TZA,2001,120.3
TZA,2002,112.4
TZA,2003,105
TZA,2004,98.3
TZA,2005,92.2
TZA,2006,86.7
TZA,2007,81.3
TZA,2008,76.6
TZA,2009,72
TZA,2010,68.2
TZA,2011,64.6
TZA,2012,61.7
TZA,2013,59
TZA,2014,56.3
TZA,2015,54.3
TZA,2016,52
TZA,2017,49.8
TZA,2018,47.6
TZA,2019,45.6
TZA,2020,43.8
TZA,2021,41.7
TZA,2022,40.1
TZA,2023,38.5
TZA,2024,37
UGA,2000,143.9
UGA,2001,137.2
UGA,2002,129.9
UGA,2003,122.1
UGA,2004,114.2
UGA,2005,106.5
UGA,2006,99.2
UGA,2007,92.5
UGA,2008,86.4
UGA,2009,81.2
UGA,2010,76
UGA,2011,70.9
UGA,2012,66.5
UGA,2013,62.8
UGA,2014,60.2
UGA,2015,57.9
UGA,2016,55.6
UGA,2017,54
UGA,2018,52.7
UGA,2019,51.6
UGA,2020,50.9
UGA,2021,50.2
UGA,2022,50
UGA,2023,49.4
UGA,2024,48.7
UKR,2000,18.2
UKR,2001,17.4
UKR,2002,16.6
UKR,2003,15.8
UKR,2004,15.1
UKR,2005,14.5
UKR,2006,14
UKR,2007,13.4
UKR,2008,12.9
UKR,2009,12.3
UKR,2010,11.7
UKR,2011,11.2
UKR,2012,10.7
UKR,2013,10.2
UKR,2014,9.8
UKR,2015,9.5
UKR,2016,9.1
UKR,2017,8.9
UKR,2018,8.7
UKR,2019,8.5
UKR,2020,8.4
UKR,2021,8.2
UKR,2022,8.5
UKR,2023,8
UKR,2024,7.9
UMC,2000,37.6
UMC,2001,35.6
UMC,2002,33.6
UMC,2003,31.7
UMC,2004,30.7
UMC,2005,28.3
UMC,2006,26.7
UMC,2007,25.1
UMC,2008,23.5
UMC,2009,22.1
UMC,2010,20.8
UMC,2011,19.7
UMC,2012,18.6
UMC,2013,17.8
UMC,2014,16.9
UMC,2015,16.2
UMC,2016,15.5
UMC,2017,14.7
UMC,2018,14.5
UMC,2019,14.1
UMC,2020,14.1
UMC,2021,13.9
UMC,2022,13.8
UMC,2023,13.7
UMC,2024,13.1
URY,2000,17
URY,2001,16.6
URY,2002,16.2
URY,2003,15.7
URY,2004,15.2
URY,2005,14.4
URY,2006,13.6
URY,2007,12.7
URY,2008,11.9
URY,2009,11.3
URY,2010,10.8
URY,2011,10.4
URY,2012,10
URY,2013,9.7
URY,2014,9.3
URY,2015,8.9
URY,2016,8.4
URY,2017,8
URY,2018,7.7
URY,2019,7.5
URY,2020,7.3
URY,2021,7.3
URY,2022,7.3
URY,2023,7.4
URY,2024,7.4
USA,2000,8.4
USA,2001,8.3
USA,2002,8.2
USA,2003,8.1
USA,2004,8.1
USA,2005,8
USA,2006,7.9
USA,2007,7.7
USA,2008,7.6
USA,2009,7.5
USA,2010,7.3
USA,2011,7.2
USA,2012,7
USA,2013,6.9
USA,2014,6.8
USA,2015,6.8
USA,2016,6.7
USA,2017,6.6
USA,2018,6.5
USA,2019,6.5
USA,2020,6.5
USA,2021,6.5
USA,2022,6.5
USA,2023,6.5
USA,2024,6.5
UZB,2000,60.7
UZB,2001,58
UZB,2002,55
UZB,2003,51.9
UZB,2004,48.6
UZB,2005,45.2
UZB,2006,41.9
UZB,2007,38.6
UZB,2008,35.5
UZB,2009,32.6
UZB,2010,29.8
UZB,2011,27.3
UZB,2012,25
UZB,2013,23
UZB,2014,21.3
UZB,2015,19.7
UZB,2016,18.4
UZB,2017,17.3
UZB,2018,16.4
UZB,2019,15.7
UZB,2020,15.1
UZB,2021,14.6
UZB,2022,14.1
UZB,2023,13.7
UZB,2024,13.4
VCT,2000,22.6
VCT,2001,22.6
VCT,2002,22.6
VCT,2003,22.6
VCT,2004,22.7
VCT,2005,22.8
VCT,2006,22.8
VCT,2007,22.7
VCT,2008,22.4
VCT,2009,22
VCT,2010,21.4
VCT,2011,20.7
VCT,2012,19.9
VCT,2013,19.1
VCT,2014,18.2
VCT,2015,17.4
VCT,2016,16.6
VCT,2017,15.8
VCT,2018,15
VCT,2019,14.3
VCT,2020,13.6
VCT,2021,12.9
VCT,2022,12.3
VCT,2023,11.8
VCT,2024,11.3
VEN,2000,21.5
VEN,2001,20.9
VEN,2002,20.3
VEN,2003,19.8
VEN,2004,19.2
VEN,2005,18.5
VEN,2006,17.9
VEN,2007,17.4
VEN,2008,17.2
VEN,2009,17.1
VEN,2010,17.2
VEN,2011,17.4
VEN,2012,17.6
VEN,2013,17.9
VEN,2014,18.3
VEN,2015,19.1
VEN,2016,24.2
VEN,2017,24.2
VEN,2018,24.2
VEN,2019,24.2
VEN,2020,24.2
VEN,2021,24.2
VEN,2022,24.2
VEN,2023,24.2
VEN,2024,24.2
VGB,2000,16.8
VGB,2001,16.6
VGB,2002,16.4
VGB,2003,16.1
VGB,2004,16
VGB,2005,15.9
VGB,2006,15.8
VGB,2007,15.7
VGB,2008,15.7
VGB,2009,15.6
VGB,2010,15.6
VGB,2011,15.6
VGB,2012,15.6
VGB,2013,15.6
VGB,2014,15.6
VGB,2015,15.5
VGB,2016,15.2
VGB,2017,14.9
VGB,2018,14.6
VGB,2019,14.2
VGB,2020,13.8
VGB,2021,13.5
VGB,2022,13.1
VGB,2023,12.7
VGB,2024,12.4
VIR,2000,NA
VIR,2001,NA
VIR,2002,NA
VIR,2003,NA
VIR,2004,NA
VIR,2005,NA
VIR,2006,NA
VIR,2007,NA
VIR,2008,NA
VIR,2009,NA
VIR,2010,NA
VIR,2011,NA
VIR,2012,NA
VIR,2013,NA
VIR,2014,NA
VIR,2015,NA
VIR,2016,NA
VIR,2017,NA
VIR,2018,NA
VIR,2019,NA
VIR,2020,NA
VIR,2021,NA
VIR,2022,NA
VIR,2023,NA
VIR,2024,NA
VNM,2000,30.3
VNM,2001,29
VNM,2002,27.9
VNM,2003,26.9
VNM,2004,26.1
VNM,2005,25.4
VNM,2006,24.8
VNM,2007,24.3
VNM,2008,23.8
VNM,2009,23.4
VNM,2010,23.1
VNM,2011,22.8
VNM,2012,22.5
VNM,2013,22.3
VNM,2014,22
VNM,2015,21.6
VNM,2016,21.3
VNM,2017,20.9
VNM,2018,20.5
VNM,2019,20
VNM,2020,19.5
VNM,2021,18.9
VNM,2022,18.4
VNM,2023,17.8
VNM,2024,17.3
VUT,2000,26.6
VUT,2001,26.1
VUT,2002,25.7
VUT,2003,25.3
VUT,2004,25
VUT,2005,24.5
VUT,2006,24.1
VUT,2007,23.5
VUT,2008,22.7
VUT,2009,21.9
VUT,2010,21.1
VUT,2011,20.3
VUT,2012,19.7
VUT,2013,19.2
VUT,2014,18.8
VUT,2015,18.6
VUT,2016,18.4
VUT,2017,18.3
VUT,2018,18.2
VUT,2019,18.1
VUT,2020,18.1
VUT,2021,18
VUT,2022,17.8
VUT,2023,17.5
VUT,2024,17.1
WLD,2000,76.7
WLD,2001,74.3
WLD,2002,71.3
WLD,2003,68.3
WLD,2004,65.8
